Point No.,Material,County,Phys. Province,Count
1004,chert,Mecklenburg,"Piedmont, So.",1
1,crystal quartz,Mecklenburg,"Piedmont, So.",1
3,crystal quartz,Mecklenburg,"Piedmont, So.",1
4,crystal quartz,Mecklenburg,"Piedmont, So.",1
5,crystal quartz,Mecklenburg,"Piedmont, So.",1
6,crystal quartz,Mecklenburg,"Piedmont, So.",1
128,crystal quartz,Mecklenburg,"Piedmont, So.",1
135,crystal quartz,Mecklenburg,"Piedmont, So.",1
150,crystal quartz,Mecklenburg,"Piedmont, So.",1
379,crystal quartz,Mecklenburg,"Piedmont, So.",1
484,crystal quartz,Mecklenburg,"Piedmont, So.",1
649,crystal quartz,Mecklenburg,"Piedmont, So.",1
708,crystal quartz,Mecklenburg,"Piedmont, So.",1
710,crystal quartz,Mecklenburg,"Piedmont, So.",1
738,crystal quartz,Mecklenburg,"Piedmont, So.",1
750,crystal quartz,Mecklenburg,"Piedmont, So.",1
473,jasper,Mecklenburg,"Piedmont, So.",1
770,jasper,Mecklenburg,"Piedmont, So.",1
12,metavolcanic,Mecklenburg,"Piedmont, So.",1
16,metavolcanic,Mecklenburg,"Piedmont, So.",1
31,metavolcanic,Mecklenburg,"Piedmont, So.",1
34,metavolcanic,Mecklenburg,"Piedmont, So.",1
40,metavolcanic,Mecklenburg,"Piedmont, So.",1
296,metavolcanic,Mecklenburg,"Piedmont, So.",1
22,metavolcanic,Mecklenburg,"Piedmont, So.",1
261,metavolcanic,Mecklenburg,"Piedmont, So.",1
475,metavolcanic,Mecklenburg,"Piedmont, So.",1
620,metavolcanic,Mecklenburg,"Piedmont, So.",1
742,metavolcanic,Mecklenburg,"Piedmont, So.",1
789,metavolcanic,Mecklenburg,"Piedmont, So.",1
33,petrified wood,Mecklenburg,"Piedmont, So.",1
268,petrified wood,Mecklenburg,"Piedmont, So.",1
714,petrified wood,Mecklenburg,"Piedmont, So.",1
93,quartz,Mecklenburg,"Piedmont, So.",1
136,quartz,Mecklenburg,"Piedmont, So.",1
154,quartz,Mecklenburg,"Piedmont, So.",1
269,quartz,Mecklenburg,"Piedmont, So.",1
479,quartz,Mecklenburg,"Piedmont, So.",1
707,quartz,Mecklenburg,"Piedmont, So.",1
747,quartz,Mecklenburg,"Piedmont, So.",1
749,quartz,Mecklenburg,"Piedmont, So.",1
11,quartzite,Mecklenburg,"Piedmont, So.",1
481,quartzite,Mecklenburg,"Piedmont, So.",1
746,quartzite,Mecklenburg,"Piedmont, So.",1
988,orthoquartzite,Middlesex,Coastal Plain,1
602,"chert, dark-gray",Montgomery,"Ridge & Valley, So.",1
992,jasper,Montgomery,"Ridge & Valley, So.",1
923,metavolcanic,Montgomery,"Ridge & Valley, So.",1
531,chalcedony,Suffolk,"Coastal Plain, So.",1
715,chalcedony,Suffolk,"Coastal Plain, So.",1
716,chalcedony,Suffolk,"Coastal Plain, So.",1
290,chert,Suffolk,"Coastal Plain, So.",1
74,"chert, dark-gray",Suffolk,"Coastal Plain, So.",1
254,"chert, dark-gray",Suffolk,"Coastal Plain, So.",1
801,"chert, dark-gray",Suffolk,"Coastal Plain, So.",1
474,"chert, dark-gray",Suffolk,"Coastal Plain, So.",1
672,"chert, dark-gray",Suffolk,"Coastal Plain, So.",1
73,chert,Suffolk,"Coastal Plain, So.",1
247,jasper,Suffolk,"Coastal Plain, So.",1
266,jasper,Suffolk,"Coastal Plain, So.",1
376,jasper,Suffolk,"Coastal Plain, So.",1
256,jasper,Suffolk,"Coastal Plain, So.",1
75,metavolcanic,Suffolk,"Coastal Plain, So.",1
298,metavolcanic,Suffolk,"Coastal Plain, So.",1
362,metavolcanic,Suffolk,"Coastal Plain, So.",1
561,metavolcanic,Suffolk,"Coastal Plain, So.",1
820,metavolcanic,Suffolk,"Coastal Plain, So.",1
306,quartz,Suffolk,"Coastal Plain, So.",1
428,quartz,Suffolk,"Coastal Plain, So.",1
476,quartz,Suffolk,"Coastal Plain, So.",1
950,quartz,Suffolk,"Coastal Plain, So.",1
248,quartzite,Suffolk,"Coastal Plain, So.",1
253,quartzite,Suffolk,"Coastal Plain, So.",1
265,quartzite,Suffolk,"Coastal Plain, So.",1
558,quartzite,Suffolk,"Coastal Plain, So.",1
642,quartzite,Suffolk,"Coastal Plain, So.",1
671,quartzite,Suffolk,"Coastal Plain, So.",1
441,chalcedony,Nelson,"Piedmont, So.",1
118,"chert, dark-gray",Nelson,"Piedmont, So.",1
141,jasper,Nelson,"Piedmont, So.",1
331,quartz,Nelson,"Piedmont, So.",1
791,"chert, dark-gray",Newport News,Coastal Plain,1
566,jasper,Newport News,Coastal Plain,1
294,"chert, dark-gray",Norfolk,"Coastal Plain, So.",1
295,"chert, dark-gray",Norfolk,"Coastal Plain, So.",1
369,quartzite,Norfolk,"Coastal Plain, So.",1
267,"chert, dark-gray",Northampton,Coastal Plain,1
731,jasper,Northampton,Coastal Plain,1
985,chert,Northampton ,Coastal Plain,1
804,jasper,Northumberland,Coastal Plain,1
994,jasper,Northumberland,Coastal Plain,1
318,chert,Prince George,Coastal Plain,1
639,"chert, dark-gray",Orange,"Piedmont, No.",1
383,"chert, dark-gray",Orange,"Piedmont, No.",1
940,jasper,Orange,"Piedmont, No.",1
806,quartzite,Orange,"Piedmont, No.",1
440,chalcedony,Page,"Ridge & Valley, No.",1
105,chalcedony,Page,"Ridge & Valley, No.",1
434,chalcedony,Page,"Ridge & Valley, No.",1
438,"chert, dark-gray",Page,"Ridge & Valley, No.",1
103,chert,Page,"Ridge & Valley, No.",1
389,jasper,Page,"Ridge & Valley, No.",1
442,metavolcanic,Page,"Ridge & Valley, No.",1
104,quartz,Page,"Ridge & Valley, No.",1
991,chert,Patrick,"Piedmont, So.",1
422,metavolcanic,Patrick,"Piedmont, So.",1
704,metavolcanic,Patrick,"Piedmont, So.",1
810,quartz,Patrick,"Piedmont, So.",1
529,chert,Petersburg,"Coastal Plain, So.",1
530,chert,Petersburg,"Coastal Plain, So.",1
153,chalcedony,Pittsylvania,"Piedmont, So.",1
321,"chert, dark-gray",Pittsylvania,"Piedmont, So.",1
722,"chert, dark-gray",Pittsylvania,"Piedmont, So.",1
723,"chert, dark-gray",Pittsylvania,"Piedmont, So.",1
724,"chert, dark-gray",Pittsylvania,"Piedmont, So.",1
897,"chert, dark-gray",Pittsylvania,"Piedmont, So.",1
57,chert,Pittsylvania,"Piedmont, So.",1
890,chert,Pittsylvania,"Piedmont, So.",1
931,chert,Pittsylvania,"Piedmont, So.",1
986,chert,Pittsylvania,"Piedmont, So.",1
877,crystal quartz,Pittsylvania,"Piedmont, So.",1
149,jasper,Pittsylvania,"Piedmont, So.",1
881,metavolcanic,Pittsylvania,"Piedmont, So.",1
506,quartz,Pittsylvania,"Piedmont, So.",1
320,quartzite,Pittsylvania,"Piedmont, So.",1
771,quartzite,Portsmouth,"Coastal Plain, So.",1
508,chalcedony,Powhatan,"Piedmont, So.",1
837,chalcedony,Powhatan,"Piedmont, So.",1
623,chert,Powhatan,"Piedmont, So.",1
337,"chert, dark-gray",Powhatan,"Piedmont, So.",1
836,chalcedony,Prince Edward,"Piedmont, So.",1
106,chert,Prince Edward,"Piedmont, So.",1
513,"chert, dark-gray",Prince Edward,"Piedmont, So.",1
53,chert,Prince Edward,"Piedmont, So.",1
46,chert,Prince Edward,"Piedmont, So.",1
983,quartzite,Prince Edward,"Piedmont, So.",1
109,"chert, dark-gray",Prince George,"Coastal Plain, So.",1
108,chert,Prince George,"Coastal Plain, So.",1
119,chert,Prince George,"Coastal Plain, So.",1
314,chert,Prince George,"Coastal Plain, So.",1
589,chert,Prince George,"Coastal Plain, So.",1
889,chert,Prince George,"Coastal Plain, So.",1
158,quartzite,Prince George,"Coastal Plain, So.",1
543,quartzite,Prince George,"Coastal Plain, So.",1
882,quartz,Prince William,"Piedmont, No.",1
364,chalcedony,Virginia Beach,"Coastal Plain, So.",1
273,chert,Virginia Beach,"Coastal Plain, So.",1
323,metavolcanic,Virginia Beach,"Coastal Plain, So.",1
271,quartz,Virginia Beach,"Coastal Plain, So.",1
706,chert,Pulaski,"Ridge & Valley, So.",1
313,jasper,Richmond,"Piedmont, So.",1
638,chalcedony,Roanoke,"Ridge & Valley, So.",1
52,"chert, dark-gray",Roanoke,"Ridge & Valley, So.",1
637,"chert, dark-gray",Roanoke,"Ridge & Valley, So.",1
785,"chert, dark-gray",Roanoke,"Ridge & Valley, So.",1
803,"chert, dark-gray",Roanoke,"Ridge & Valley, So.",1
664,"chert, green",Roanoke,"Ridge & Valley, So.",1
748,chert,Roanoke,"Ridge & Valley, So.",1
595,chalcedony,Rockbridge,"Ridge & Valley, So.",1
264,chert,Rockbridge,"Ridge & Valley, So.",1
995,chert,Rockbridge,"Ridge & Valley, So.",1
288,jasper,Rockbridge,"Ridge & Valley, So.",1
1001,metavolcanic,Rockbridge,"Ridge & Valley, So.",1
470,chalcedony,Rockingham,"Ridge & Valley, No.",1
92,"chert, dark-gray",Rockingham,"Ridge & Valley, No.",1
157,"chert, dark-gray",Rockingham,"Ridge & Valley, No.",1
156,chert,Rockingham,"Ridge & Valley, No.",1
947,chert,Rockingham,"Ridge & Valley, No.",1
598,jasper,Rockingham,"Ridge & Valley, No.",1
80,chalcedony,Scott,"Ridge & Valley, So.",1
361,"chert, dark-gray",Scott,"Ridge & Valley, So.",1
578,"chert, dark-gray",Scott,"Ridge & Valley, So.",1
79,"chert, dark-gray",Scott,"Ridge & Valley, So.",1
161,chalcedony,Shenandoah,"Ridge & Valley, No.",1
347,"chert, dark-gray",Shenandoah,"Ridge & Valley, No.",1
632,jasper,Shenandoah,"Ridge & Valley, No.",1
76,jasper,Shenandoah,"Ridge & Valley, No.",1
641,chalcedony,Smyth,"Ridge & Valley, So.",1
417,chalcedony,Smyth,"Ridge & Valley, So.",1
184,"chert, dark-gray",Smyth,"Ridge & Valley, So.",1
210,"chert, dark-gray",Smyth,"Ridge & Valley, So.",1
300,"chert, dark-gray",Smyth,"Ridge & Valley, So.",1
518,"chert, dark-gray",Smyth,"Ridge & Valley, So.",1
533,"chert, dark-gray",Smyth,"Ridge & Valley, So.",1
827,"chert, dark-gray",Smyth,"Ridge & Valley, So.",1
887,"chert, dark-gray",Smyth,"Ridge & Valley, So.",1
650,"chert, dark-gray",Smyth,"Ridge & Valley, So.",1
769,chert,Smyth,"Ridge & Valley, So.",1
934,chert,Smyth,"Ridge & Valley, So.",1
935,chert,Smyth,"Ridge & Valley, So.",1
213,crystal quartz,Smyth,"Ridge & Valley, So.",1
879,jasper,Smyth,"Ridge & Valley, So.",1
1006,metavolcanic,Smyth,"Ridge & Valley, So.",1
829,chalcedony,Southampton,"Coastal Plain, So.",1
989,chalcedony,Southampton,"Coastal Plain, So.",1
324,"chert, dark-gray",Southampton,"Coastal Plain, So.",1
782,"chert, dark-gray",Southampton,"Coastal Plain, So.",1
272,chert,Southampton,"Coastal Plain, So.",1
281,chert,Southampton,"Coastal Plain, So.",1
668,chert,Southampton,"Coastal Plain, So.",1
727,chert,Southampton,"Coastal Plain, So.",1
326,chert,Southampton,"Coastal Plain, So.",1
951,jasper,Southampton,"Coastal Plain, So.",1
621,metavolcanic,Southampton,"Coastal Plain, So.",1
966,quartz,Southampton,"Coastal Plain, So.",1
967,quartz,Southampton,"Coastal Plain, So.",1
969,quartz,Southampton,"Coastal Plain, So.",1
274,quartzite,Southampton,"Coastal Plain, So.",1
308,quartzite,Southampton,"Coastal Plain, So.",1
332,quartzite,Southampton,"Coastal Plain, So.",1
460,quartzite,Southampton,"Coastal Plain, So.",1
608,quartzite,Southampton,"Coastal Plain, So.",1
965,quartzite,Southampton,"Coastal Plain, So.",1
968,quartzite,Southampton,"Coastal Plain, So.",1
907,quartz,Spotsylvania,"Piedmont, No.",1
120,chert,Spottsylvania,"Piedmont, No.",1
900,orthoquartzite,Stafford,Coastal Plain,1
1002,"chert, dark-gray",Suffolk,"Coastal Plain, So.",1
955,chert,Suffolk,"Coastal Plain, So.",1
960,chert,Suffolk,"Coastal Plain, So.",1
924,crystal quartz,Suffolk,"Coastal Plain, So.",1
718,jasper,Suffolk,"Coastal Plain, So.",1
556,metavolcanic,Suffolk,"Coastal Plain, So.",1
559,metavolcanic,Suffolk,"Coastal Plain, So.",1
834,metavolcanic,Suffolk,"Coastal Plain, So.",1
842,metavolcanic,Suffolk,"Coastal Plain, So.",1
843,metavolcanic,Suffolk,"Coastal Plain, So.",1
958,metavolcanic,Suffolk,"Coastal Plain, So.",1
845,quartz,Suffolk,"Coastal Plain, So.",1
954,quartz,Suffolk,"Coastal Plain, So.",1
957,quartz,Suffolk,"Coastal Plain, So.",1
604,quartzite,Suffolk,"Coastal Plain, So.",1
737,quartzite,Suffolk,"Coastal Plain, So.",1
956,quartzite,Suffolk,"Coastal Plain, So.",1
959,quartzite,Suffolk,"Coastal Plain, So.",1
961,quartzite,Suffolk,"Coastal Plain, So.",1
972,quartzite,Suffolk,"Coastal Plain, So.",1
915,"chert, dark-gray",Suffolk,"Coastal Plain, So.",1
334,chalcedony,Surry,"Coastal Plain, So.",1
902,chalcedony,Surry,"Coastal Plain, So.",1
142,chert,Surry,"Coastal Plain, So.",1
883,"chert, dark-gray",Surry,"Coastal Plain, So.",1
766,chert,Surry,"Coastal Plain, So.",1
870,chert,Surry,"Coastal Plain, So.",1
871,chert,Surry,"Coastal Plain, So.",1
299,jasper,Surry,"Coastal Plain, So.",1
302,jasper,Surry,"Coastal Plain, So.",1
869,metavolcanic,Surry,"Coastal Plain, So.",1
808,quartz,Surry,"Coastal Plain, So.",1
547,chalcedony,Sussex,"Coastal Plain, So.",1
555,chalcedony,Sussex,"Coastal Plain, So.",1
629,chalcedony,Sussex,"Coastal Plain, So.",1
630,chalcedony,Sussex,"Coastal Plain, So.",1
692,chalcedony,Sussex,"Coastal Plain, So.",1
755,chalcedony,Sussex,"Coastal Plain, So.",1
776,chalcedony,Sussex,"Coastal Plain, So.",1
840,chalcedony,Sussex,"Coastal Plain, So.",1
841,chalcedony,Sussex,"Coastal Plain, So.",1
327,"chert, dark-gray",Sussex,"Coastal Plain, So.",1
152,chert,Sussex,"Coastal Plain, So.",1
279,chert,Sussex,"Coastal Plain, So.",1
280,chert,Sussex,"Coastal Plain, So.",1
338,chert,Sussex,"Coastal Plain, So.",1
414,chert,Sussex,"Coastal Plain, So.",1
545,chert,Sussex,"Coastal Plain, So.",1
548,chert,Sussex,"Coastal Plain, So.",1
895,chert,Sussex,"Coastal Plain, So.",1
905,chert,Sussex,"Coastal Plain, So.",1
908,chert,Sussex,"Coastal Plain, So.",1
932,chert,Sussex,"Coastal Plain, So.",1
356,jasper,Sussex,"Coastal Plain, So.",1
694,jasper,Sussex,"Coastal Plain, So.",1
807,jasper,Sussex,"Coastal Plain, So.",1
631,metavolcanic,Sussex,"Coastal Plain, So.",1
640,metavolcanic,Sussex,"Coastal Plain, So.",1
838,metavolcanic,Sussex,"Coastal Plain, So.",1
878,metavolcanic,Sussex,"Coastal Plain, So.",1
910,metavolcanic,Sussex,"Coastal Plain, So.",1
921,metavolcanic,Sussex,"Coastal Plain, So.",1
930,orthoquartzite,Sussex,"Coastal Plain, So.",1
913,petrified wood,Sussex,"Coastal Plain, So.",1
541,quartz,Sussex,"Coastal Plain, So.",1
728,quartz,Sussex,"Coastal Plain, So.",1
354,quartzite,Sussex,"Coastal Plain, So.",1
355,quartzite,Sussex,"Coastal Plain, So.",1
544,quartzite,Sussex,"Coastal Plain, So.",1
581,quartzite,Sussex,"Coastal Plain, So.",1
605,quartzite,Sussex,"Coastal Plain, So.",1
606,quartzite,Sussex,"Coastal Plain, So.",1
607,quartzite,Sussex,"Coastal Plain, So.",1
648,quartzite,Sussex,"Coastal Plain, So.",1
797,quartzite,Sussex,"Coastal Plain, So.",1
896,quartzite,Sussex,"Coastal Plain, So.",1
918,quartzite,Sussex,"Coastal Plain, So.",1
952,quartzite,Sussex,"Coastal Plain, So.",1
1014,quartzite,Sussex,"Coastal Plain, So.",1
792,chert,Accomack,Coastal Plain,1
415,"chert, dark-gray",Tazewell,"Ridge & Valley, So.",1
359,chert,Tazewell,"Ridge & Valley, So.",1
360,chert,Tazewell,"Ridge & Valley, So.",1
993,chert,Tazewell,"Ridge & Valley, So.",1
582,jasper,Tazewell,"Ridge & Valley, So.",1
678,crystal quartz,Virginia Beach,"Coastal Plain, So.",1
864,chalcedony,Warren ,"Ridge & Valley, No.",1
933,chalcedony,Warren ,"Ridge & Valley, No.",1
865,"chert, dark-gray",Warren ,"Ridge & Valley, No.",1
857,jasper,Warren ,"Ridge & Valley, No.",1
858,jasper,Warren ,"Ridge & Valley, No.",1
859,jasper,Warren ,"Ridge & Valley, No.",1
860,jasper,Warren ,"Ridge & Valley, No.",1
861,jasper,Warren ,"Ridge & Valley, No.",1
862,jasper,Warren ,"Ridge & Valley, No.",1
863,jasper,Warren ,"Ridge & Valley, No.",1
866,jasper,Warren ,"Ridge & Valley, No.",1
867,jasper,Warren ,"Ridge & Valley, No.",1
880,quartzite,Warren ,"Ridge & Valley, No.",1
425,chalcedony,Washington,"Ridge & Valley, So.",1
562,chert,Washington,"Ridge & Valley, So.",1
577,"chert, dark-gray",Washington,"Ridge & Valley, So.",1
754,"chert, dark-gray",Washington,"Ridge & Valley, So.",1
763,"chert, dark-gray",Washington,"Ridge & Valley, So.",1
764,"chert, dark-gray",Washington,"Ridge & Valley, So.",1
777,"chert, dark-gray",Washington,"Ridge & Valley, So.",1
651,"chert, dark-gray",Washington,"Ridge & Valley, So.",1
753,"chert, dark-gray",Washington,"Ridge & Valley, So.",1
762,"chert, dark-gray",Washington,"Ridge & Valley, So.",1
943,chert,Washington,"Ridge & Valley, So.",1
997,chert,Washington,"Ridge & Valley, So.",1
998,chert,Washington,"Ridge & Valley, So.",1
999,chert,Washington,"Ridge & Valley, So.",1
939,metavolcanic,Washington,"Ridge & Valley, So.",1
849,chert,Washington ,"Ridge & Valley, So.",1
885,quartz,Washington ,"Ridge & Valley, So.",1
469,chert,Westmoreland,Coastal Plain,1
590,quartz,Westmoreland,Coastal Plain,1
765,metavolcanic,Williamsburg,Coastal Plain,1
811,"chert, dark-gray",Wise,"Ridge & Valley, So.",1
892,metavolcanic,Wythe,"Ridge & Valley, So.",1
250,chert,York,Coastal Plain,1
591,chert,York,Coastal Plain,1
319,jasper,York,Coastal Plain,1
463,jasper,York,Coastal Plain,1
617,petrified wood,York,Coastal Plain,1
775,quartzite,York,Coastal Plain,1
